name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Chevrolet Cruze LTZ,2010,320000,60000,Diesel,Individual,Manual,2
Tata Hexa XM,2018,1280000,17000,Diesel,Individual,Manual,0
Renault KWID 1.0,2017,300000,13000,Petrol,Individual,Manual,1
Nissan Terrano XL,2016,1000000,60000,Diesel,Individual,Manual,0
Mitsubishi Pajero Sport,2012,1090000,120000,Diesel,Individual,Manual,1
Tata New Safari,2012,450000,97000,Diesel,Individual,Manual,1
Tata Indica GLS,2007,60000,130000,Petrol,Individual,Manual,1
Maruti Swift Dzire,2013,500000,50000,Petrol,Individual,Manual,0
Tata Indigo CR4,2012,200000,120000,Diesel,Individual,Manual,1
Ford Ecosport 1.5,2015,650000,68000,Diesel,Individual,Manual,0
Maruti Alto LXi,2006,60000,100000,Petrol,Individual,Manual,1
Maruti Ertiga VDI,2013,250999,80000,Diesel,Individual,Manual,0
Hyundai Accent Executive,2012,185000,67000,CNG,Dealer,Manual,1
Maruti Alto K10,2015,155000,60000,Petrol,Individual,Manual,0
Maruti Swift VXI,2019,600000,5000,Petrol,Individual,Manual,0
Renault KWID RXE,2016,300000,20000,Petrol,Individual,Manual,0
Hyundai Creta 1.6,2018,850000,12500,Petrol,Individual,Manual,0
Maruti Eeco CNG,2019,470000,4000,CNG,Individual,Manual,0
Ford Figo 1.2P,2019,600000,25000,Petrol,Individual,Manual,0
Toyota Innova 2.5,2013,700000,70000,Diesel,Individual,Manual,1
Maruti Wagon R,2007,70000,162000,LPG,Individual,Manual,0
Toyota Fortuner 3.0,2010,1250000,205000,Diesel,Individual,Manual,1
Audi A6 2.8,2008,650000,70000,Petrol,Individual,Automatic,2
Hyundai Xcent 1.2,2018,450000,70000,Diesel,Individual,Manual,1
Mahindra XUV500 W8,2014,750000,100000,Diesel,Individual,Manual,1
Toyota Innova 2.5,2013,775000,70000,Diesel,Individual,Manual,1
Hyundai Santa Fe,2011,800000,220000,Diesel,Individual,Manual,0
Honda Amaze E,2015,360000,80000,Petrol,Individual,Manual,1
Toyota Corolla Altis,2010,250000,120000,Diesel,Individual,Manual,0
Jeep Compass 2.0,2017,1490000,22038,Diesel,Individual,Manual,0
Nissan Terrano XL,2013,600000,80000,Diesel,Individual,Manual,0
Maruti Alto LX,2010,120000,90000,Petrol,Individual,Manual,0
Tata New Safari,2012,320000,140000,Diesel,Individual,Manual,1
Mahindra Thar 4X2,2011,400000,120000,Diesel,Individual,Manual,1
Maruti Swift Dzire,2015,302000,60000,Diesel,Individual,Manual,0
Chevrolet Beat Diesel,2011,130000,80000,Diesel,Individual,Manual,1
Maruti Swift Dzire,2014,150000,60000,Petrol,Individual,Manual,1
Tata Indica Vista,2012,200000,90000,Diesel,Individual,Manual,1
Toyota Innova 2.5,2012,950000,80000,Diesel,Individual,Manual,0
Maruti Swift Vdi,2008,120000,175000,Diesel,Individual,Manual,1
Mahindra XUV500 W7,2019,1400000,10000,Diesel,Individual,Manual,0
Hyundai i20 1.2,2017,620000,65000,Petrol,Individual,Manual,0
Toyota Innova 2.5,2012,449000,90000,Diesel,Individual,Manual,0
Maruti Alto LXi,2007,100000,70000,Petrol,Individual,Manual,0
Hyundai Grand i10,2018,600000,2500,Petrol,Individual,Manual,0
Honda Amaze VX,2016,700000,35000,Diesel,Individual,Manual,0
Chevrolet Beat Diesel,2012,250000,40000,Diesel,Individual,Manual,0
Maruti Baleno RS,2018,550000,63000,Petrol,Individual,Manual,0
Skoda Superb Ambition,2013,675000,88000,Diesel,Dealer,Automatic,0
Nissan Terrano XL,2015,530000,55000,Diesel,Dealer,Manual,0
Chevrolet Enjoy TCDi,2014,325000,71014,Diesel,Dealer,Manual,0
Renault Scala Diesel,2015,370000,60000,Diesel,Dealer,Manual,0
Skoda Rapid 1.5,2014,360000,70000,Diesel,Individual,Manual,0
Skoda Superb LK,2012,650000,60000,Petrol,Dealer,Automatic,0
Ford Fiesta 1.5,2012,199000,92000,Diesel,Dealer,Manual,2
Mahindra Quanto C6,2014,285000,89126,Diesel,Individual,Manual,0
Volkswagen Jetta 1.9,2009,260000,134000,Diesel,Individual,Automatic,0
Maruti Ciaz 1.4,2019,869999,15000,Petrol,Dealer,Automatic,0
Hyundai Grand i10,2016,425000,42500,Diesel,Dealer,Manual,0
Chevrolet Cruze LTZ,2012,490000,42000,Diesel,Dealer,Automatic,0
Mahindra XUV500 AT,2015,750000,70000,Diesel,Individual,Automatic,1
Honda City 1.5,2004,125000,110000,Petrol,Individual,Manual,2
Fiat Linea 1.3,2014,221000,131365,Diesel,Individual,Manual,0
Volkswagen Vento 1.5,2016,724000,48980,Diesel,Dealer,Automatic,0
Honda Amaze VX,2014,440000,46000,Petrol,Dealer,Automatic,0
Chevrolet Spark 1.0,2009,70000,60000,Petrol,Individual,Manual,2
Maruti Baleno Delta,2015,511000,58000,Diesel,Dealer,Manual,0
Maruti S-Cross Alpha,2016,790000,22000,Diesel,Dealer,Manual,0
Hyundai i20 1.2,2017,640000,37000,Petrol,Individual,Manual,0
Hyundai Santro Xing,2009,120000,70000,Petrol,Individual,Manual,3
Chevrolet Beat Diesel,2012,126000,98900,Diesel,Individual,Manual,2
Chevrolet Beat Diesel,2012,120000,125000,Diesel,Individual,Manual,0
Mahindra TUV 300,2017,650000,60000,Diesel,Individual,Manual,0
Hyundai Grand i10,2014,450000,80000,Petrol,Individual,Manual,1
Maruti Zen Estilo,2010,110000,80000,CNG,Individual,Manual,3
Mahindra Bolero Power,2017,600000,40000,Diesel,Individual,Manual,0
Mahindra XUV500 W8,2012,620000,80000,Diesel,Individual,Manual,1
Ford Ecosport 1.5,2014,600000,30000,Diesel,Individual,Manual,0
Mahindra Bolero Power,2018,795000,35000,Diesel,Individual,Manual,0
Tata Winger Deluxe,2011,300000,180000,Diesel,Individual,Manual,2
Renault Lodgy 85PS,2015,495000,60000,Diesel,Individual,Manual,0
Audi A4 3.0,2013,1580000,86000,Diesel,Dealer,Automatic,0
Audi Q3 2.0,2015,1750000,127643,Diesel,Dealer,Automatic,0
Tata Hexa XTA,2018,1350000,34000,Diesel,Individual,Automatic,0
Mahindra Xylo D4,2014,350000,145000,Diesel,Individual,Manual,0
Datsun RediGO AMT,2018,300000,25000,Petrol,Individual,Automatic,0
Tata Zest Revotron,2018,400000,54000,Petrol,Dealer,Manual,1
Audi A6 2.0,2014,1750000,102354,Diesel,Dealer,Automatic,0
Maruti Zen LX,1999,70000,70000,Petrol,Individual,Manual,3
Nissan Sunny XL,2018,500000,70000,Diesel,Individual,Manual,0
Audi Q3 35,2017,2575000,36000,Diesel,Dealer,Automatic,0
Honda Brio VX,2014,345000,58000,Petrol,Dealer,Manual,0
Tata Indigo CR4,2013,220000,100000,Diesel,Individual,Manual,0
Audi Q5 2.0,2014,1850000,62237,Petrol,Dealer,Automatic,0
Hyundai Santro Xing,2005,114999,90000,Petrol,Dealer,Manual,1
Maruti 800 AC,1999,50000,100000,Petrol,Individual,Manual,1
Honda Jazz Select,2017,585000,14000,Petrol,Dealer,Manual,0
Ford EcoSport 1.5,2018,950000,21394,Diesel,Dealer,Manual,0
Maruti Swift Dzire,2018,625000,13800,Petrol,Individual,Automatic,0
Hyundai Creta 1.6,2017,1035000,23000,Petrol,Dealer,Automatic,0
Datsun GO T,2015,310000,32686,Petrol,Dealer,Manual,0
Mahindra Xylo D4,2017,600000,99700,Diesel,Individual,Manual,0
Toyota Fortuner 2.8,2019,3100000,5000,Diesel,Individual,Automatic,0
Honda City i-DTEC,2014,650000,49654,Diesel,Dealer,Manual,0
Hyundai Grand i10,2016,550000,45457,Petrol,Dealer,Manual,0
Hyundai Creta 1.6,2017,1260000,39221,Diesel,Dealer,Manual,0
Hyundai i20 Sportz,2016,660000,48220,Petrol,Dealer,Manual,0
Hyundai i20 Sportz,2017,700000,11114,Petrol,Dealer,Manual,0
Hyundai Getz 1.5,2008,235000,60208,Diesel,Dealer,Manual,0
Volkswagen Vento 1.5,2013,475000,80000,Diesel,Dealer,Manual,0
Mercedes-Benz E-Class 280,2008,795000,98600,Diesel,Dealer,Automatic,0
Audi Q5 3.0,2015,3200000,30000,Diesel,Dealer,Automatic,0
MG Hector Smart,2019,1860000,18000,Petrol,Dealer,Automatic,0
Land Rover Range,2010,4200000,100000,Diesel,Dealer,Automatic,0
Honda City VX,2015,850000,58000,Petrol,Dealer,Automatic,0
Mahindra Xylo D4,2017,585000,85441,Diesel,Dealer,Manual,0
Mahindra Verito 1.5,2015,380000,64541,Diesel,Dealer,Manual,0
Maruti Swift Dzire,2019,650000,35000,Diesel,Individual,Manual,0
Maruti Swift ZXI,2018,600000,30000,Petrol,Individual,Manual,0
Nissan Micra Active,2017,434999,16267,Petrol,Dealer,Manual,0
Volkswagen Vento 1.5,2013,525000,71500,Diesel,Dealer,Manual,0
BMW 5 Series,2019,4800000,12999,Diesel,Dealer,Automatic,0
Chevrolet Aveo U-VA,2008,160000,80000,Petrol,Individual,Manual,0
Maruti Zen Estilo,2007,160000,90000,Petrol,Individual,Manual,1
Chevrolet Spark 1.0,2012,125000,28000,Petrol,Individual,Manual,0
Mahindra Bolero Power,2015,430000,200000,Diesel,Individual,Manual,0
Hyundai Creta 1.6,2017,900000,14700,Petrol,Individual,Manual,0
Maruti Alto LX,2000,61000,90000,Petrol,Individual,Manual,1
Maruti Wagon R,2017,400000,50000,Petrol,Individual,Manual,0
Hyundai Santro Xing,2009,150000,100000,Petrol,Individual,Manual,1
Volkswagen Polo GT,2019,950000,24000,Petrol,Individual,Automatic,0
Tata Indigo CR4,2013,220000,100000,Diesel,Individual,Manual,0
Hyundai Getz GLX,2007,110000,90000,Petrol,Individual,Manual,0
Tata Bolt Revotron,2015,375000,30000,Petrol,Individual,Manual,0
Datsun GO Plus,2017,350000,80000,Petrol,Individual,Manual,0
Hyundai i20 Magna,2012,310000,92686,Diesel,Dealer,Manual,1
Tata Indica GLS,2010,90000,300000,Petrol,Individual,Manual,2
Volkswagen Vento Petrol,2011,350000,90000,Petrol,Individual,Manual,1
Hyundai Santro LS,2003,100000,60000,Petrol,Individual,Manual,0
Mahindra XUV500 AT,2017,1300000,40000,Diesel,Individual,Automatic,0
Maruti Wagon R,2004,70000,90000,Petrol,Individual,Manual,3
Chevrolet Sail Hatchback,2013,225000,80000,Diesel,Individual,Manual,0
Honda City 1.3,2002,145000,100000,Petrol,Individual,Manual,0
Ford EcoSport 1.5,2018,930000,20000,Diesel,Individual,Manual,0
Maruti Swift VXI,2019,550000,51000,Petrol,Individual,Manual,0
Maruti Alto LX,2008,85000,120000,Petrol,Individual,Manual,1
Hyundai EON Era,2014,280000,55000,Petrol,Individual,Manual,0
Hyundai EON Magna,2018,360000,6000,Petrol,Individual,Manual,0
Maruti Alto LXi,2011,150000,40000,Petrol,Individual,Manual,1
Skoda Rapid 1.6,2017,900000,15000,Petrol,Individual,Automatic,0
Ambassador CLASSIC 1500,2005,120000,50000,Diesel,Individual,Manual,1
Fiat Linea T,2010,215000,90000,Petrol,Individual,Manual,1
Renault Scala Diesel,2013,550000,38500,Diesel,Individual,Manual,0
Tata Nexon 1.2,2018,775000,35000,Petrol,Individual,Manual,0
Maruti Gypsy King,2001,409999,49359,Petrol,Individual,Manual,2
Maruti 800 AC,2005,65000,70000,Petrol,Individual,Manual,1
Maruti Wagon R,2008,200000,90000,Petrol,Individual,Manual,1
Maruti Wagon R,2010,240000,50000,Petrol,Individual,Manual,1
Toyota Innova 2.5,2012,800000,108731,Diesel,Individual,Manual,0
Toyota Innova 2.5,2010,400000,120000,Diesel,Individual,Manual,0
Tata Sumo Gold,2016,500000,60000,Diesel,Individual,Manual,0
Mahindra Renault Logan,2007,150000,90000,Diesel,Individual,Manual,2
Toyota Etios GD,2014,500000,140000,Diesel,Individual,Manual,1
Hyundai EON Magna,2014,320000,80000,Petrol,Individual,Manual,0
Nissan Micra Diesel,2013,300000,90000,Diesel,Individual,Manual,0
Renault Lodgy Stepway,2017,650000,40000,Diesel,Individual,Manual,0
Maruti Alto 800,2018,285000,14000,Petrol,Individual,Manual,0
Tata Aria Pleasure,2012,360000,70000,Diesel,Individual,Manual,1
Honda Accord 2.4,2009,450000,55000,Petrol,Individual,Manual,1
Maruti Alto LXi,2011,175000,60000,Petrol,Individual,Manual,2
Chevrolet Cruze LT,2011,350000,74000,Diesel,Individual,Manual,1
Ford Figo Aspire,2020,530000,45000,Diesel,Dealer,Manual,0
Honda City i-DTEC,2017,1025000,38000,Diesel,Dealer,Manual,0
Honda BR-V i-DTEC,2017,950000,24000,Diesel,Dealer,Manual,0
Honda WR-V i-VTEC,2017,725000,29976,Petrol,Dealer,Manual,0
Honda City i,2017,919999,41000,Petrol,Dealer,Manual,0
Honda Jazz 1.5,2018,700000,15000,Diesel,Dealer,Manual,0
Honda Jazz 1.5,2017,725000,36000,Diesel,Dealer,Manual,0
Honda BR-V i-VTEC,2017,840000,30646,Petrol,Dealer,Manual,0
Maruti Wagon R,2015,365000,23600,Petrol,Dealer,Manual,0
Honda City i,2014,665000,71318,Diesel,Dealer,Manual,0
Maruti 800 Std,2003,50000,78098,Petrol,Individual,Manual,0
Hyundai EON Era,2014,225000,30000,Petrol,Individual,Manual,0
Hyundai i10 Era,2012,229999,45000,Petrol,Individual,Manual,1
Hyundai Santro Xing,2008,145000,67000,Petrol,Individual,Manual,0
Ford Figo Aspire,2018,624000,14681,Diesel,Dealer,Manual,0
Hyundai Verna 1.4,2015,500000,25000,Petrol,Individual,Manual,0
Ford EcoSport 1.5,2017,750000,18054,Petrol,Dealer,Manual,0
Honda City i,2015,785000,40000,Diesel,Individual,Manual,0
Hyundai i10 Sportz,2011,225000,30000,Petrol,Individual,Manual,0
Hyundai Xcent 1.1,2017,300000,80000,Diesel,Individual,Manual,0
Hyundai i20 Asta,2016,680000,20000,Diesel,Individual,Manual,0
Mahindra TUV 300,2016,700000,40000,Diesel,Individual,Manual,0
Tata Indigo CS,2011,180000,120000,Diesel,Individual,Manual,0
Ford Fiesta 1.4,2008,270000,120000,Diesel,Individual,Manual,1
Maruti Swift Dzire,2010,370000,97000,Petrol,Individual,Manual,1
Mahindra Xylo H8,2018,1100000,70000,Diesel,Individual,Manual,0
Hyundai Accent CRDi,2004,120000,120000,Diesel,Individual,Manual,1
Skoda Rapid 1.6,2013,430000,88000,Diesel,Individual,Manual,1
Maruti Swift ZDi,2014,550000,38406,Diesel,Dealer,Manual,0
Hyundai Santro Xing,2014,320000,54350,Petrol,Dealer,Manual,0
Maruti Wagon R,2015,390000,32260,Petrol,Dealer,Manual,0
Renault Duster 85PS,2014,550000,58231,Diesel,Dealer,Manual,0
Maruti Swift VXI,2012,370000,59858,Petrol,Dealer,Manual,0
Maruti Alto LXi,2010,190000,73350,Petrol,Dealer,Manual,0
Renault Duster 110PS,2013,509999,88473,Diesel,Dealer,Manual,0
Honda City S,2013,450000,96987,Petrol,Dealer,Manual,0
Mercedes-Benz GLS 2016-2020,2016,5500000,77350,Diesel,Dealer,Automatic,0
Maruti Swift Dzire,2015,550000,61187,Diesel,Dealer,Manual,0
Mahindra Xylo E6,2009,400000,68350,Diesel,Dealer,Manual,0
Ford EcoSport 1.5,2015,585000,81150,Diesel,Dealer,Manual,0
Hyundai Grand i10,2019,500000,30000,Petrol,Individual,Manual,0
Maruti Ciaz ZXi,2015,800000,30000,Petrol,Individual,Manual,0
Maruti Swift Vdi,2009,265000,120000,Diesel,Individual,Manual,1
Ford Figo Diesel,2012,175000,180000,Diesel,Individual,Manual,0
Fiat Palio 1.2,2007,125000,50000,Petrol,Individual,Manual,1
Tata Manza Aqua,2010,165000,80000,Diesel,Individual,Manual,0
Mahindra Verito 1.5,2011,150000,280000,Diesel,Individual,Manual,0
Hyundai Creta 1.6,2015,1025000,90000,Diesel,Individual,Manual,1
Toyota Innova 2.5,2014,1030000,250000,Diesel,Individual,Manual,1
Chevrolet Cruze LT,2012,380000,90000,Diesel,Individual,Manual,3
Maruti Swift Dzire,2010,250000,110000,Diesel,Individual,Manual,2
Maruti Zen LX,2000,85000,80000,Petrol,Individual,Manual,1
Fiat Punto EVO,2016,500000,35000,Diesel,Individual,Manual,0
Hyundai EON Era,2018,350000,15000,Petrol,Individual,Manual,0
Maruti Alto LXi,2010,190000,52000,Petrol,Individual,Manual,1
Volkswagen Jetta 1.9,2009,940000,140000,Diesel,Individual,Manual,0
Maruti Swift VXI,2013,475000,60000,Petrol,Individual,Manual,1
Maruti Alto 800,2018,300000,17000,Petrol,Individual,Manual,0
Chevrolet Beat LS,2016,250000,70000,Petrol,Individual,Manual,2
Maruti Zen LX,2001,93000,97000,Petrol,Individual,Manual,3
Ford Figo Diesel,2012,290000,125000,Diesel,Individual,Manual,1
Tata Indica GLS,2010,75000,300000,Petrol,Individual,Manual,2
Mahindra XUV500 W8,2015,1000000,120000,Diesel,Individual,Manual,1
Hyundai i20 Asta,2015,550000,87000,Diesel,Individual,Manual,0
Fiat Punto 1.3,2010,285000,75000,Diesel,Individual,Manual,2
Tata Indigo Grand,2014,240000,60000,Petrol,Individual,Manual,1
Hyundai Creta 1.6,2015,850000,25000,Petrol,Individual,Manual,0
Hyundai i20 Active,2016,650000,26000,Petrol,Individual,Manual,0
Maruti Celerio Green,2017,365000,78000,CNG,Individual,Manual,0
Hyundai i20 Active,2016,650000,26000,Petrol,Individual,Manual,0
Chevrolet Sail 1.2,2015,260000,35000,Petrol,Individual,Manual,0
Tata Indigo Grand,2014,250000,100000,Petrol,Individual,Manual,0
Tata New Safari,2007,550000,80000,Petrol,Individual,Manual,1
Maruti Wagon R,2004,70000,90000,Petrol,Individual,Manual,3
Chevrolet Sail Hatchback,2013,225000,80000,Diesel,Individual,Manual,0
Honda City 1.3,2002,145000,100000,Petrol,Individual,Manual,0
Ford EcoSport 1.5,2018,930000,20000,Diesel,Individual,Manual,0
Maruti Swift VXI,2019,550000,51000,Petrol,Individual,Manual,0
Maruti Alto LX,2008,85000,120000,Petrol,Individual,Manual,1
Hyundai EON Era,2014,280000,55000,Petrol,Individual,Manual,0
Hyundai EON Magna,2018,360000,6000,Petrol,Individual,Manual,0
Maruti Alto LXi,2011,150000,40000,Petrol,Individual,Manual,1
Skoda Rapid 1.6,2017,900000,15000,Petrol,Individual,Automatic,0
Ambassador CLASSIC 1500,2005,120000,50000,Diesel,Individual,Manual,1
Fiat Linea T,2010,215000,90000,Petrol,Individual,Manual,1
Renault Scala Diesel,2013,550000,38500,Diesel,Individual,Manual,0
Tata Nexon 1.2,2018,775000,35000,Petrol,Individual,Manual,0
Maruti Gypsy King,2001,409999,49359,Petrol,Individual,Manual,2
Maruti 800 AC,2005,65000,70000,Petrol,Individual,Manual,1
Maruti Wagon R,2008,200000,90000,Petrol,Individual,Manual,1
Maruti Wagon R,2010,240000,50000,Petrol,Individual,Manual,1
Toyota Innova 2.5,2012,800000,108731,Diesel,Individual,Manual,0
Toyota Innova 2.5,2010,400000,120000,Diesel,Individual,Manual,0
Maruti Wagon R,2012,229999,40000,Petrol,Individual,Manual,1
Ford Ecosport 1.5,2014,580000,120000,Diesel,Individual,Manual,0
Toyota Corolla H2,2005,175000,100000,Petrol,Individual,Manual,3
Maruti Ritz VDi,2012,250000,110000,Diesel,Individual,Manual,3
Hyundai EON Magna,2014,320000,80000,Petrol,Individual,Manual,0
Nissan Micra Diesel,2013,300000,90000,Diesel,Individual,Manual,0
Mahindra TUV 300,2017,800000,60000,Diesel,Individual,Manual,0
Hyundai Verna SX,2009,245000,75000,Diesel,Dealer,Automatic,0
Hyundai EON Magna,2018,300000,20000,Petrol,Individual,Manual,0
Hyundai Xcent 1.2,2017,350000,80000,Diesel,Individual,Manual,0
Maruti Zen LX,2006,70000,105700,Petrol,Individual,Manual,0
Maruti Celerio VXI,2017,430999,14000,Petrol,Dealer,Manual,0
Chevrolet Spark 1.0,2010,80000,70000,Petrol,Individual,Manual,0
Maruti Alto 800,2019,335000,28000,Petrol,Dealer,Manual,0
Maruti Eeco 7,2017,350000,51000,Petrol,Dealer,Manual,0
Maruti Alto 800,2018,315000,56000,Petrol,Dealer,Manual,0
Volkswagen Vento 1.5,2019,1100000,35000,Diesel,Individual,Automatic,0
Maruti Esteem Lxi,2005,80000,24000,Petrol,Individual,Manual,0
Maruti Alto K10,2014,285000,64000,Petrol,Dealer,Manual,1
Tata Indigo TDI,2009,100000,120000,Diesel,Individual,Manual,2
Maruti Alto LXi,2011,225000,37091,Petrol,Individual,Manual,0
Volvo XC 90,2017,4500000,80000,Diesel,Individual,Automatic,0
Maruti Alto K10,2018,320000,38900,Petrol,Individual,Manual,2
Hyundai Creta 1.6,2016,1249000,60000,Diesel,Individual,Manual,2
Maruti Wagon R,2008,120000,110000,Petrol,Individual,Manual,2
Volkswagen Vento Diesel,2011,200000,100000,Diesel,Individual,Manual,1
Hyundai Creta 1.6,2016,1151000,85000,Diesel,Individual,Manual,0
Tata Indica Vista,2012,120000,140000,Diesel,Individual,Manual,0
Renault KWID RXT,2017,220000,20000,Petrol,Individual,Manual,0
Tata Nexon 1.2,2017,750000,15000,Petrol,Individual,Manual,0
Mahindra TUV 300,2018,784000,40000,Diesel,Individual,Manual,0
Honda Jazz 1.2,2017,500000,50000,Petrol,Individual,Manual,0
Hyundai EON Era,2018,350000,20000,Petrol,Individual,Manual,0
Mahindra XUV500 W7,2018,1400000,50000,Diesel,Individual,Automatic,0
Mahindra Thar CRDe,2014,600000,100000,Diesel,Individual,Manual,1
Hyundai Grand i10,2019,525000,9400,Petrol,Individual,Manual,0
Ford EcoSport 1.5,2017,930000,12000,Diesel,Individual,Manual,0
Maruti Eeco 5,2017,440000,14100,CNG,Dealer,Manual,0
Maruti Celerio ZXI,2016,434999,21000,Petrol,Dealer,Manual,0
Hyundai i10 Magna,2011,250000,28000,Petrol,Dealer,Manual,0
Maruti Ertiga SHVS,2017,940000,35000,Diesel,Dealer,Manual,0
Hyundai Verna 1.6,2017,1050000,31000,Diesel,Dealer,Automatic,0
Maruti Ertiga SHVS,2016,825000,58000,Diesel,Dealer,Manual,0
Maruti Wagon R,2012,229999,25000,Petrol,Individual,Manual,0
Hyundai i20 1.2,2011,375000,72000,Petrol,Dealer,Manual,0
Maruti Ertiga ZDI,2013,640000,89000,Diesel,Dealer,Manual,0
Toyota Innova 2.5,2012,800000,160000,Diesel,Dealer,Manual,0
Ford Figo Petrol,2012,130000,30000,Petrol,Individual,Manual,2
Hyundai i10 Sportz,2014,300000,37555,Petrol,Dealer,Manual,0
Maruti Wagon R,2018,440000,14000,Petrol,Dealer,Manual,0
Maruti Ertiga VXI,2014,595000,56600,CNG,Dealer,Manual,0
Mahindra Scorpio EX,2013,450000,110000,Diesel,Individual,Manual,0
Maruti Vitara Brezza,2017,690000,50000,Diesel,Individual,Manual,0
Maruti Alto 800,2019,300000,5000,Petrol,Individual,Manual,0
Chevrolet Sail 1.2,2014,170000,100000,Petrol,Individual,Manual,1
Toyota Etios Liva,2012,280000,120000,Diesel,Individual,Manual,0
Maruti Swift VXI,2009,220000,67580,Petrol,Individual,Manual,1
Hyundai Santro Xing,2009,140000,100000,Petrol,Individual,Manual,2
Maruti Esteem Lxi,2004,45000,60000,Petrol,Individual,Manual,0
Ford Figo Diesel,2014,200000,125000,Diesel,Individual,Manual,1
Mahindra Scorpio 2.6,2008,325000,120000,Diesel,Individual,Manual,1
Hyundai Verna CRDi,2010,300000,130000,Diesel,Individual,Manual,1
Maruti 800 AC,2009,120000,250000,Petrol,Individual,Manual,1
Hyundai Creta 1.6,2016,535000,52600,Diesel,Individual,Manual,0
Honda City i,2014,520000,82000,Diesel,Individual,Manual,0
Hyundai Grand i10,2017,550000,19890,Petrol,Dealer,Automatic,0
Mahindra Verito Vibe,2015,280000,40000,Diesel,Individual,Manual,0
Nissan Sunny XL,2013,225000,78000,Diesel,Dealer,Manual,0
Ford EcoSport 1.5,2015,750000,48238,Petrol,Trustmark Dealer,Automatic,0
Hyundai i20 1.2,2016,535000,38365,Petrol,Dealer,Manual,0
